"","X","dvcat","weight","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","dead"
"67931",23026.4873394929,2.59504220169038,35.0954148844132,0,0,1,1,69.9338605543599,2002,1990.59504220169,2,1,0,3.59504220169038,"0"
"67941",24544.0342657375,2,29.8194070183867,0,0,1,1,66.6653883724939,2002,1990.89928426174,2,1,0,3.44964213087223,"0"
"67951",26075.8469860554,2,5.87776058899277,0,0,1,1,44.5472060441971,2002,1991.92803692818,2,1,0,3.96401846408844,"0"
"67961",23007.2907283623,2.65903090545908,33.4121920317967,0,0,1,1,68.2061655526049,2002,1990.65903090546,2,1,0,3.65903090545908,"0"
"67971",23330.9803065313,2,51.1981279819895,0,0,1,1,81.6618351745419,2002,1988.95884044189,2,1,0,3,"0"
"67981",21684.1739881947,2,262.024760652243,0,0,1,1,87.3888822025619,2001.30555889872,1987.22223559488,2,1,0,3,"0"
"6799",21890.902579492,2,233.305533886975,0,0,1,1,87.2000889685005,2001.39995551575,1987.599822063,2,1,0,3,"0"
"68001",23514.0811514254,2,51.8523478052061,0,0,1,1,75.3567096616607,2002,1987.4456103188,2,1,0,3,"0"
"68011",5782.05427804124,1.71242901030928,25.095692821044,1,0,0,1,33.5751419793814,1998,1993.57514197938,1,1,1,4,"0"
"68021",5540.6857201769,1.28232406708412,14.0761769687289,1,0,0,1,31.8944352620747,1997.71767593292,1994.71767593292,1,1,1,4,"0"
"68031",8513.80204303702,1.22414169320837,17.4818511357962,1,0,0,1,32.3102996814996,1998.44828338642,1995.89656677283,1,1,1,4,"0"
"6804",6028.86891251756,1.56238971883431,21.2497356627112,1,0,0,1,33.8752205623314,1998,1993.87522056233,1,1,1,4,"0"
"68051",5953.32361923438,1.51794843724929,28.9239828999859,1,0,0,1,34.4820515627507,1998,1995.51794843725,1,1,1,3.48205156275071,"0"
"6806",11646.8018297565,1.67435002583079,38.8689979768894,1,0,0,1,26.9077996900305,1999.34870005166,1997.69740010332,1,1,1,4,"0"
"68071",9768.36693667714,1.40442117210478,26.0460277807161,1,0,0,1,30.1469459347427,1998.80884234421,1996.61768468842,1,1,1,4,"0"
"68081",6939.57705585379,1.00746529200114,7.15238723855302,1,0,0,1,34.9925347079989,1998,1995.007465292,1,1,1,3.99253470799886,"0"
"68091",5918.57137020119,1.20683752093464,12.1397960869327,1,0,0,1,32.7247872697189,1997.79316247907,1994.79316247907,1,1,1,4,"0"
"68101",6660.50186537113,1.15191414835863,13.3129865132712,1,0,0,1,34.8480858516414,1998,1995.15191414836,1,1,1,3.84808585164137,"0"
"68111",5263.0673572768,1.43323921156116,14.4052884611562,1,0,0,1,37.1661960578058,1997.56676078844,1993.70028236532,1,1,1,4,"0"
"6812",11255.8772306184,1.61817462719046,36.2003856644971,1,0,0,1,27.5819044737145,1999.23634925438,1997.47269850876,1,1,1,4,"0"
"6813",6615.89176909742,1.20553691848181,12.1025278313826,1,0,0,1,34.5889261630364,1998,1994.58892616304,1,1,1,4,"0"
"6814",6875.61701565329,1.04057090287097,8.56430843652363,1,0,0,1,34.959429097129,1998,1995.04057090287,1,1,1,3.95942909712903,"0"
"6815",4469.28195330128,1.49634799174964,19.5663186841633,1,0,0,1,29.5401720907539,1997.50365200825,1994.50365200825,1,1,1,4,"0"
"68161",6653.3268268418,1.07703642663546,8.18028859186587,1,0,0,1,35.3851821331773,1997.92296357336,1994.76889072009,1,1,1,4,"0"
"68171",6105.72651123349,1.4390649527777,25.5596811707965,1,0,0,1,34.5609350472223,1998,1995.43906495278,1,1,1,3.5609350472223,"0"
"68181",6065.11632941198,1.46008471562527,26.4561530364722,1,0,0,1,34.5399152843747,1998,1995.46008471563,1,1,1,3.53991528437473,"0"
"6819",6509.18930936046,1.23023327672854,16.6532190190804,1,0,0,1,34.7697667232715,1998,1995.23023327673,1,1,1,3.76976672327146,"0"
"68201",6434.04978300538,1.31607915926725,14.9360570894025,1,0,0,1,34.3678416814655,1998,1994.36784168147,1,1,1,4,"0"
"6821",2545.36529454775,4,53.5632853977977,0,1,1,0,25.3386953342706,1997,1988.35199494101,2,1,0,4,"0"
"68221",3661.35483160731,4,57.848551596481,0,1,1,0,16,1997.26551674446,1989.60172488331,2,1,0,4,"0"
"6823",4643.88833055669,4,56.2684116919137,0,1,1,0,16,1997.50195844797,1989.24706232804,2,1,0,4,"0"
"68241",8329.45007799007,4,50.341180514459,0,1,1,0,16,1998.38887019083,1987.91669471376,2,1,0,4,"0"
"68251",5748.00713926414,4,53.0261091602516,0,1,1,0,29.726364626782,1997.91509097512,1985.42454512441,2,1,0,4,"0"
"68261",3011.06674282206,4,51.5590602843339,0,1,1,0,23.2311147726141,1997.24934878526,1990.24934878526,2,1,0,4,"0"
"68271",10733.2941431922,4,46.4752462375667,0,1,1,0,16,1998.9673430738,1987.04898538929,2,1,0,4,"0"
"68281",2875.77765342477,4,59.1119404261657,0,1,1,0,16,1997.07647158066,1989.88529262901,2,1,0,4,"0"
"68291",4785.75707009365,4,56.040254120907,0,1,1,0,16,1997.53609844064,1989.19585233903,2,1,0,4,"0"
"68301",2324.01641136035,3.52825889387168,50.9571158800756,0,1,1,0,30.6239742899779,1997,1989.52825889387,2,1,0,4,"0"
"68311",2394.44802298397,3.67025811085477,53.5656414960692,0,1,1,0,26.221998563502,1997,1989.67025811085,2,1,0,4,"0"
"6832",3003.68611511751,4,51.6904248963121,0,1,1,0,23.1133171922993,1997.24528679973,1990.24528679973,2,1,0,4,"0"
"6833",3983.54847682524,4,34.2502769725203,0,1,1,0,38.7522871920373,1997.78456162731,1990.78456162731,2,1,0,4,"0"
"6834",2697.75727795204,4,57.1355204350577,0,1,1,0,18.2305784593336,1997.0769164986,1990.0769164986,2,1,0,4,"0"
"6835",5049.11201574095,4,55.6167187817786,0,1,1,0,16,1997.59947347268,1989.10078979097,2,1,0,4,"0"
"68361",2552.17108794674,4,56.8274030927661,0,1,1,0,20.3083263002336,1997,1989.23970712349,2,1,0,4,"0"
"6837",8272.16921780235,4,50.4333013154773,0,1,1,0,16,1998.37508584233,1987.9373712365,2,1,0,4,"0"
"68381",3990.00118454313,4,34.1354280085159,0,1,1,0,38.8552748220973,1997.7881129249,1990.7881129249,2,1,0,4,"0"
"6839",3166.15093789482,4,58.3653522340195,0,1,1,0,18.6168284763116,1997.17445523175,1989.12772384123,2,1,0,4,"0"
"6840",4131.50878621172,4,31.6167951863099,0,1,1,0,41.1137891029939,1997.86599272769,1990.86599272769,2,1,0,4,"0"
"6841",23386.9912823816,3,51.6092381634195,1,1,0,0,40.6829057619907,2002,1995.93431937369,0,1,0,4,"0"
"6842",23983.6758666662,3,58.4287576171259,1,1,0,0,35.7644102806225,2002,1992.31271329662,0,1,0,4,"0"
"6843",23978.900236517,3,58.1432784241563,1,1,0,0,35.7723656191956,2002,1992.53471465944,0,1,0,4,"0"
"68441",24188.0262474972,3.51339047565125,136.050710338104,1,1,0,0,42.1874666591175,2002,1994.56695237826,0,1,0,4,"0"
"68451",22379.1281275735,3,38.990373002059,1,1,0,0,34.5804530675523,2001.58045306755,1993.67818772979,0,1,0,4,"0"
"68461",23225.0194778438,3,52.0532982238143,1,1,0,0,42.3302798927762,2002,1994.99875086523,0,1,0,4,"0"
"68471",22603.2859197822,3,41.6625449879237,1,1,0,0,34.6360064237379,2001.63600642374,1993.45597430505,0,1,0,4,"0"
"6848",21080.7229434599,3,23.5121604219694,1,1,0,0,34.2586673961487,2001.25866739615,1994.96533041541,0,1,0,4,"0"
"68491",21567.9671307995,3,29.3205700019148,1,1,0,0,34.379421841586,2001.37942184159,1994.48231263366,0,1,0,4,"0"
"6850",23670.8472439582,3,54.7427036537342,1,1,0,0,38.3280062722042,2002,1994.3040043423,0,1,0,4,"0"
"6851",21864.6206881728,3,32.856959782118,1,1,0,0,34.4529419301543,2001.45294193015,1994.18823227938,0,1,0,4,"0"
"68521",23639.5888861627,3,54.3976448961451,1,1,0,0,38.5873289597221,2002,1994.48353543365,0,1,0,4,"0"
"68531",23872.0785855465,3,57.490936563134,1,1,0,0,36.7302404083312,2002,1992.70782562159,0,1,0,4,"0"
"68541",23753.8505883021,3,55.6589715863786,1,1,0,0,37.6394016286358,2002,1993.82727805059,0,1,0,4,"0"
"68551",24086.3205042225,3.06336506293155,68.6598548085624,1,1,0,0,35.8871108810417,2002,1992.31682531466,0,1,0,4,"0"
"68561",23432.6838796234,3,52.1136354493702,1,1,0,0,40.3038350765128,2002,1995.6718858222,0,1,0,4,"0"
"68571",23626.0277300002,3,55.4232188699376,1,1,0,0,38.8597128009424,2002,1993.57897341857,0,1,0,4,"0"
"6858",24151.2798173823,2.39015525090508,150.494641332059,1,1,0,0,39.8787579927593,2002,1996.87875799276,0,1,0,4,"0"
"6859",24128.7822092888,2.56321377470158,124.579300451988,1,1,0,0,38.4942898023874,2002,1995.49428980239,0,1,0,4,"0"
"6860",22740.3501423185,3,43.2964796020939,1,1,0,0,34.6699752521235,2001.66997525212,1993.32009899151,0,1,0,4,"0"
"6861",17243.9173522952,1.70887834043242,12.200574490048,1,0,0,1,50.7467299574055,2000.29112165957,1996.74672995741,1,1,1,4,"0"
"68621",17406.4747449202,1.28221851726994,12.6967798643433,1,0,0,1,53.3066888963804,2000.71778148273,1999.30668889638,1,1,1,4,"0"
"68631",19056.6548316646,1.29002722911537,16.3365309019683,1,0,0,1,52.6797821670771,2001.29002722912,2001,1,1,1,4,"0"
"6864",17511.9601418087,1,14.142162335981,1,0,0,1,53.0281370817684,2001,2001.06799527304,1,1,1,4,"0"
"68651",17491.8432852589,1,25.1594941063908,1,0,0,1,33.5818424168974,2001,2001.73855715804,1,1,1,4,"0"
"6866",19360.677777051,1.3471851432696,16.989159965787,1,0,0,1,52.2225188538432,2001.34718514327,2001,1,1,1,4,"0"
"6867",17931.0521827717,1.28683093725704,15.7765691809781,1,0,0,1,50.4107050038874,2001,2000.71316906274,1,1,1,4,"0"
"68681",17335.5715473325,1.46831614873372,12.4803483189695,1,0,0,1,52.1901031075977,2000.53168385127,1998.1901031076,1,1,1,4,"0"
"68691",17469.5943293632,1.28834851062857,16.87329922272,1,0,0,1,60.1902731913142,2001,1999.26990893623,1,1,1,4,"0"
"68701",20854.290860859,1.62799226562493,20.1954156888682,1,0,0,1,49.9760618750006,2001.62799226562,2001,1,1,1,4,"0"
"68711",17143.6974963408,1.97192258178256,11.8946540373841,1,0,0,1,49.1684645093046,2000.02807741822,1995.1684645093,1,1,1,4,"0"
"68721",18718.4280941749,1.22643882199191,15.6104784694262,1,0,0,1,53.1884894240648,2001.22643882199,2001,1,1,1,4,"0"
"6873",19200.1222980204,1.31699986802414,16.6445044930313,1,0,0,1,52.4640010558069,2001.31699986802,2001,1,1,1,4,"0"
"6874",17189.6577511355,1.85129199177027,12.0349474135563,1,0,0,1,49.8922480493784,2000.14870800823,1995.89224804938,1,1,1,4,"0"
"6875",17479.5284190418,1.09047659044154,12.9197757252255,1,0,0,1,54.4571404573508,2000.90952340956,2000.45714045735,1,1,1,4,"0"
"68761",19054.8363860864,1.2896853517741,16.3326273464856,1,0,0,1,52.6825171858072,2001.28968535177,2001,1,1,1,4,"0"
"6877",17440.9778768942,1.4741696305573,19.3532678892703,1,0,0,1,63.5350533500314,2001,1998.15498221666,1,1,1,4,"0"
"68781",17501.3127656872,1,19.9733753251468,1,0,0,1,42.7356734976638,2001,2001.42290781043,1,1,1,4,"0"
"68791",18260.6884558513,1.51354089123197,17.9513977694369,1,0,0,1,46.7833457402885,2001,2000.48645910877,1,1,1,4,"0"
"68801",17499.2544851066,1,21.1006269898241,1,0,0,1,40.746002269676,2001,2001.49151716311,1,1,1,4,"0"
"68811",3507.82270366652,4,62.1721878001918,0,0,0,0,57.9762860559858,1997,1988.14228366408,2,0,0,4,"0"
"68821",7099.14036757126,3.46820956538431,45.531674296071,0,0,0,0,55.3410478269216,1998.06358086923,1988,2,0,0,4,"0"
"6883",4690.58153981715,3.82577471202239,56.27114347531,0,0,0,0,57.128873560112,1997.34845057596,1988,2,0,0,4,"0"
"68841",3332.908837419,3.76756166340783,57.9012057825563,0,0,0,0,57.8837808317039,1997,1988.23243833659,2,0,0,4,"0"
"68851",2860.33370760456,3.1708758934401,48.6525763481459,0,0,0,0,57.58543794672,1997,1988.82912410656,2,0,0,4,"0"
"68861",2815.78769260715,3.76108609628864,53.6067009125448,0,0,0,0,48.9212716589682,1997,1987.04434438515,2,0,0,4,"0"
"68871",3483.40875259507,3.72690042760223,55.0223912982249,0,0,0,0,56.9076017104089,1997,1988.1365497862,2,0,0,4,"0"
"6888",6940.34389614314,3.49178386339918,46.2397283369451,0,0,0,0,55.4589193169959,1998.0164322732,1988,2,0,0,4,"0"
"68891",3135.50671187509,4,89.2800629960099,0,0,0,0,57.0142292296514,1997,1993.91462462209,2,0,0,4,"0"
"6890",3284.78498673905,2.11207306291908,16.6968860386788,0,0,0,0,50.4482922516763,1997,1988.94396346854,2,0,0,4,"0"
"6891",7393.65202600881,3.42448752583005,44.218482838063,0,0,0,0,55.1224376291502,1998.15102494834,1988,2,0,0,4,"0"
"68921",7909.41967470199,3.34791869437322,41.9187379852649,0,0,0,0,54.7395934718661,1998.30416261125,1988,2,0,0,4,"0"
"68931",3306.60998921422,4,76.822241172705,0,0,0,0,57.4563565612771,1997,1991.26186063234,2,0,0,4,"0"
"68941",3096.96104524937,3.85688621643931,56.7733738841156,0,0,0,0,52.5616762246937,1997,1987.42754486576,2,0,0,4,"0"
"68951",9413.34173059464,3.12465235590935,35.2129335095248,0,0,0,0,53.6232617795467,1998.75069528818,1988,2,0,0,4,"0"
"68961",1793.49290320696,3.41277441335842,42.0932582333213,0,0,0,0,35.68542770762,1997,1985.65109765343,2,0,0,4,"0"
"6897",7019.81192879751,3.4799863526132,45.8853901004893,0,0,0,0,55.399931763066,1998.04002729477,1988,2,0,0,4,"0"
"6898",3317.97791833803,3.74870949285105,57.6089971389289,0,0,0,0,57.8743547464255,1997,1988.25129050715,2,0,0,4,"0"
"6899",2680.26630143099,3.71491185738705,52.0804114456575,0,0,0,0,47.1666505807079,1997,1986.85964742955,2,0,0,4,"0"
"69001",3441.77503239131,3.38841489749029,46.988944969347,0,0,0,0,55.5536595899612,1997,1988.30579255125,2,0,0,4,"0"
"69011",5503.14842554275,1,71.4080338511176,0,0,0,1,36.6343160849065,1998,1984.36568391509,2,1,0,4,"0"
"6902",3952.21127037983,1,61.6497172514412,0,0,0,1,33.0404020431451,1997.60404020431,1984.79191959137,2,1,0,4,"0"
"6903",5624.56383097125,1,81.517,0,0,0,1,39.5475592403673,1998,1985.69837282691,2,1,0,4,"0"
"6904",4402.9535818249,1,66.9586363774509,0,0,0,1,34.0984825864434,1997.70984825864,1984.58030348271,2,1,0,4,"0"
"69051",4499.59318233421,1.83350901072845,22.5737432882329,0,0,0,1,37,1998,1985.66701802146,2,1,0,4,"0"
"69061",5142.01493636053,1,69.618577119841,0,0,0,1,42.3612196724862,1997.73193901638,1983.46387803275,2,1,0,4,"0"
"6907",4066.91192962788,1,63.0006810020943,0,0,0,1,33.3096524169669,1997.6309652417,1984.73806951661,2,1,0,4,"0"
"69081",5636.41368528293,1,81.517,0,0,0,1,37.4564084794838,1998,1984.30427231966,2,1,0,4,"0"
"69091",2003.28113028407,1,38.6948886647042,0,0,0,1,28.4654486626387,1997.14654486626,1985.70691026747,2,1,0,4,"0"
"6910",4439.10171739594,1.87776026525535,19.4444273218499,0,0,0,1,37,1998,1985.75552053051,2,1,0,4,"0"
"6911",5363.66345273796,1,61.0286998316575,0,0,0,1,36.2588518243283,1998,1984.74114817567,2,1,0,4,"0"
"69121",5361.79413942201,1,60.8896007810346,0,0,0,1,36.2538200253621,1998,1984.74617997464,2,1,0,4,"0"
"6913",4303.81666534301,1.97672518994659,12.4459247424492,0,0,0,1,37,1998,1985.95345037989,2,1,0,4,"0"
"6914",5366.96447728621,1.19900184543803,67.4441864961387,0,0,0,1,37,1998,1984.39800369088,2,1,0,4,"0"
"69151",5097.15133094694,1,68.544488202097,0,0,0,1,42.8451852109283,1997.70774073945,1983.41548147891,2,1,0,4,"0"
"69161",5380.99888621015,1,62.3186614007199,0,0,0,1,36.3055151714943,1998,1984.69448482851,2,1,0,4,"0"
"6917",5572.79402677529,1,76.5904914567143,0,0,0,1,36.8217874206603,1998,1984.17821257934,2,1,0,4,"0"
"69181",5631.27804642054,1,81.517,0,0,0,1,38.3626976904925,1998,1984.90846512699,2,1,0,4,"0"
"69191",5623.45045590098,1,81.517,0,0,0,1,39.7440371939447,1998,1985.8293581293,2,1,0,4,"0"
"69201",5632.89348273561,1,81.517,0,0,0,1,38.0776206937153,1998,1984.71841379581,2,1,0,4,"0"
"6921",23522.6857159471,2.40030305483378,142.050575599061,1,1,0,0,45.0015152741689,2002,2000.40030305483,0,1,0,4,"0"
"69221",22475.2515033074,3,41.7490021632355,1,1,0,0,48.2746015079319,2002,2001,0,1,0,4,"0"
"69231",21566.2056834681,3,37.9599127153947,1,1,0,0,56.6657936910633,2002,2001,0,1,0,4,"0"
"69241",22797.6335502728,3,45.1033606586594,1,1,0,0,45.5722806933336,2002,1999.31927124923,0,1,0,4,"0"
"69251",22170.451426385,3,40.4785329195928,1,1,0,0,51.0881406795233,2002,2001,0,1,0,4,"0"
"6926",22061.6614813986,3,40.0250741130258,1,1,0,0,52.0923555563204,2002,2001,0,1,0,4,"0"
"6927",23073.4936661851,3,48.1485605852855,1,1,0,0,43.2837155964226,2002,1997.73488002829,0,1,0,4,"0"
"69281",23746.2985981002,2.2685335308779,164.062279267358,1,1,0,0,44.3426676543895,2002,2000.26853353088,0,1,0,4,"0"
"69291",22796.674723374,2.82812332152389,70.5844835091503,1,1,0,0,47.1406166076194,2002,2000.82812332152,0,1,0,4,"0"
"69301",23726.6588577509,2.28010674263351,162.129008963217,1,1,0,0,44.4005337131675,2002,2000.28010674263,0,1,0,4,"0"
"69311",23645.0708219304,2.32818454806693,154.097755798965,1,1,0,0,44.6409227403346,2002,2000.32818454807,0,1,0,4,"0"
"69321",23002.7691842753,2.70667696860619,90.87173242503,1,1,0,0,46.5333848430309,2002,2000.70667696861,0,1,0,4,"0"
"69331",21959.8776644585,3,47.2184445419669,1,1,0,0,50.5080053326674,2001.85247027455,2000.7049405491,0,1,0,4,"0"
"6934",21351.4050360499,3,27.4750317361974,1,1,0,0,41.45610636333,2001.53257902595,1998.66289512976,0,1,0,4,"0"
"69351",21932.2287033871,3,34.7242665112668,1,1,0,0,44.7508921585977,2001.76792086847,1999.83960434236,0,1,0,4,"0"
"69361",23225.6002457638,3,49.8276541484874,1,1,0,0,42.0218231047038,2002,1996.86126214941,0,1,0,4,"0"
"6937",23648.0952683277,3,54.4915462354492,1,1,0,0,38.5167591013014,2002,1994.43467937782,0,1,0,4,"0"
"69381",23180.9904479294,3,49.3352098071119,1,1,0,0,42.3919107702095,2002,1997.11747668707,0,1,0,4,"0"
"6939",23807.8400452617,3,56.2549573084466,1,1,0,0,37.1914993054233,2002,1993.51719182683,0,1,0,4,"0"
"69401",22344.5992662758,3,41.2044168388557,1,1,0,0,49.4806221574545,2002,2001,0,1,0,4,"0"
"69411",7791.76663366868,3.58245288464241,5.35827441138681,0,1,0,1,17.2526413460728,1998,1990.50528269215,2,0,0,4,"0"
"69421",7832.10690352856,3.65593242901377,4.9459072083747,0,1,0,1,17.0322027129587,1998,1990.06440542592,2,0,0,4,"0"
"69431",6966.44000154501,3.33633732004091,35.7992727272326,0,1,0,1,22.6366267995909,1998,1986.00901196012,2,0,0,4,"0"
"69441",7691.95006559649,3.79292011680081,13.2445391501358,0,1,0,1,18.0707988319919,1998,1987.3787603504,2,0,0,4,"0"
"69451",9438.31022119522,3.44636319484562,76.5064104260547,0,1,0,1,18.2145472206175,1998.55363680515,1985.78545277938,2,0,0,4,"0"
"69461",7290.0053422153,4,7.11866515169959,0,1,0,1,17.9950727559626,1998,1988,2,0,0,4,"0"
"69471",6455.16133529041,3.01457604486495,51.6939579596177,0,1,0,1,25.8542395513505,1998,1985.04372813459,2,0,0,4,"0"
"6948",7089.61718242639,3.41385599900968,31.969927504862,0,1,0,1,21.8614400099032,1998,1986.24156799703,2,0,0,4,"0"
"69491",11326.0506054633,3.03417574358173,13.3000625065982,0,1,0,1,23.7265940513462,1998.96582425642,1990.89747276925,2,0,0,4,"0"
"6950",7759.5953315238,3.52385306288488,5.68713661109004,0,1,0,1,17.4284408113454,1998,1990.85688162269,2,0,0,4,"0"
"69511",7940.89676150377,3.8540924617555,3.83383310462814,0,1,0,1,16.4377226147335,1998,1988.87544522947,2,0,0,4,"0"
"69521",4567.87170797959,4,22.4002062876302,0,1,0,1,25.4244767795317,1998,1988,2,0,0,4,"0"
"69531",7600.30773516302,3.23371172160842,7.31540981833357,0,1,0,1,18.2988648351748,1998,1992.59772967035,2,0,0,4,"0"
"6954",8717.99027478695,3.72773817391135,39.1558515802137,0,1,0,1,17.0890473043546,1998.27226182609,1986.91095269565,2,0,0,4,"0"
"69551",7057.87215805147,3.39387801010162,32.9568201789296,0,1,0,1,22.0612198989838,1998,1986.1816340303,2,0,0,4,"0"
"6956",10806.93500436,3.18587521789595,11.684614804626,0,1,0,1,22.5129982568324,1998.8141247821,1990.44237434631,2,0,0,4,"0"
"69571",8741.52951395512,3.71854315861128,40.376425496181,0,1,0,1,17.1258273655549,1998.28145684139,1986.87417263445,2,0,0,4,"0"
"69581",8476.61739388434,3.86685640155338,4.43284617985808,0,1,0,1,17.065148787573,1998.13314359845,1988.39943079534,2,0,0,4,"0"
"6959",7986.26190825249,3.93672478734516,3.37010049341898,0,1,0,1,16.1898256379645,1998,1988.37965127593,2,0,0,4,"0"
"69601",7602.30491918745,3.2373495795764,7.29499415941723,0,1,0,1,18.2879512612708,1998,1992.57590252254,2,0,0,4,"0"
"6961",13948.600904203,4,64.3531069169439,1,1,0,0,70.2527402420528,2000,1997.58671823982,0,0,0,4,"0"
"6962",13244.061277074,3.80030797095969,88.4814899904939,1,1,0,0,53.5007699273992,1999.90015398548,1998.40092391288,0,0,0,4,"0"
"6963",15415.188135362,4,75.6596831628839,1,1,0,0,63.7633070521988,2000.32544356841,1997.04733858956,0,0,0,4,"0"
"6964",12960.2374788718,3.64457474835217,88.4865513201897,1,1,0,0,53.1114368708804,1999.82228737418,1997.93372424506,0,0,0,4,"0"
"69651",13638.8479818008,3.10585559997708,65.860746906599,1,1,0,0,61.1531552001834,2000,1997.65878339997,0,0,0,4,"0"
"69661",13642.8673569176,2.98935197340325,62.9141954351303,1,1,0,0,62.085184212774,2000,1997.4840279601,0,0,0,4,"0"
"69671",13757.0463887136,4,77.9192997400274,1,1,0,0,61.1121720755473,2000,1998.3815502543,0,0,0,4,"0"
"6968",13708.0246268399,4,81.3910982116394,1,1,0,0,58.7729593720287,2000,1998.58496005461,0,0,0,4,"0"
"69691",13704.8926233277,4,81.6129116388039,1,1,0,0,58.6235069222748,2000,1998.5979559198,0,0,0,4,"0"
"6970",15537.3745057844,3.4167549861595,40.6261623093728,1,1,0,0,71.4973504152149,2000,1996.66701994464,0,0,0,4,"0"
"69711",13330.0562884351,3.84749316237867,88.4799564717846,1,1,0,0,53.6187329059467,1999.92374658119,1998.54247948714,0,0,0,4,"0"
"69721",13643.3214507087,2.9761898345314,62.5813051998556,1,1,0,0,62.1904813237488,2000,1997.4642847518,0,0,0,4,"0"
"69731",13781.879902258,4,76.1605511542403,1,1,0,0,62.2971737592015,2000,1998.27850662963,0,0,0,4,"0"
"6974",13736.7471180325,3.96108007314615,85.2820481204525,1,1,0,0,55.1675978056155,2000,1998.84432029258,0,0,0,4,"0"
"69751",14770.3587378319,3.6486219051294,59.6482924746516,1,1,0,0,64.5413428461179,2000,1997.59448762052,0,0,0,4,"0"
"6976",14032.6764057726,4,58.3987473286252,1,1,0,0,74.2646417692304,2000,1997.23785723746,0,0,0,4,"0"
"69771",14786.4342821999,4,80.1183666186403,1,1,0,0,60.3664737017825,2000.21221579006,1997.72670525964,0,0,0,4,"0"
"69781",10778.2068157343,2.4473014078103,88.525462703458,1,1,0,0,50.1182535195258,1999.22365070391,1994.34190422343,0,0,0,4,"0"
"69791",13686.4251024998,4,82.9208105827439,1,1,0,0,57.7422766753007,2000,1998.67458463693,0,0,0,4,"0"
"69801",13615.9721509104,3.76892316201702,82.6307201517996,1,1,0,0,55.8486147038639,2000,1998.65338474303,0,0,0,4,"0"
"69811",5775.44429244776,1.89016428100877,81.517,0,1,0,0,16.6590143139474,1998,1993.34098568605,2,0,0,4,"0"
"69821",5901.11661181715,2,70.3640569183953,0,1,0,0,33.2450413589831,1998,1993.61677685869,2,0,0,4,"0"
"6983",5707.64437445463,1.11085487878881,81.517,0,1,0,0,21.3348707272671,1998,1988.66512927273,2,0,0,4,"0"
"69841",6423.07579424232,2,914.677704860464,0,1,0,0,17.3197017461061,1998,1993.34014912695,2,0,0,3.34014912694693,"0"
"6985",5872.76738270884,2,196.118329655969,0,1,0,0,16.1815250935033,1998,1993.90923745325,2,0,0,3.90923745324835,"0"
"69861",9042.65019956883,2.6678249691613,65.2280811769863,0,1,0,0,22.0104247224517,1998.66782496916,1989.32522521587,2,0,0,4,"0"
"6987",9096.51867607515,2.67886811727658,64.9587277513033,0,1,0,0,22.1098130554892,1998.67886811728,1989.24792317906,2,0,0,4,"0"
"69881",5920.13765967684,2,68.5370946878266,0,1,0,0,36.0699494569562,1998,1993.55400112318,2,0,0,4,"0"
"69891",9595.56321882922,2.78117327159271,62.4634027323479,0,1,0,0,23.0305594443344,1998.78117327159,1988.53178709885,2,0,0,4,"0"
"69901",5784.30579659645,1.99202065053396,81.517,0,1,0,0,16.0478760967962,1998,1993.9521239032,2,0,0,4,"0"
"69911",5716.85997948307,1.21678137336858,81.517,0,1,0,0,20.6993117597885,1998,1989.30068824021,2,0,0,4,"0"
"69921",5710.89240101632,1.14818851742893,81.517,0,1,0,0,21.1108688954264,1998,1988.88913110457,2,0,0,4,"0"
"69931",6050.56638674904,2,428.277494548781,0,1,0,0,16.5492582973093,1998,1993.72537085135,2,0,0,3.72537085134536,"0"
"69941",6455.44735930068,2,956.946532803525,0,1,0,0,17.3866543108597,1998,1993.30667284457,2,0,0,3.30667284457013,"0"
"6995",4394.10122601688,2.63685841299593,32.9928469386008,0,1,0,0,38.9269028678536,1997.363141587,1990.81570793502,2,0,0,4,"0"
"69961",3866.74352872558,2.87832256010734,14.5949691777418,0,1,0,0,47.6196121638641,1997.12167743989,1989.60838719946,2,0,0,4,"0"
"69971",9552.80213057296,2.77240716083907,62.6772169397426,0,1,0,0,22.9516644475516,1998.77240716084,1988.59314987413,2,0,0,4,"0"
"6998",7735.40908175847,2.39983786013909,71.7645547532276,0,1,0,0,19.5985407412518,1998.39983786014,1991.20113497903,2,0,0,4,"0"
"6999",5769.39660907816,1.82065067905933,81.517,0,1,0,0,17.076095925644,1998,1992.92390407436,2,0,0,4,"0"
"70001",5750.36732724123,2.01585745089687,80.3087732438145,0,1,0,0,16.5708682322875,1997.9841425491,1993.92071274552,2,0,0,4,"0"
"70011",23500.1781430154,1,42.0438152497526,0,0,1,1,70.5539790419862,2001.8884947605,1970.00709431106,2,1,0,3.88849476049654,"0"
"70021",21165.6887243781,1.94641226017848,338.235990240225,0,0,1,1,87.0890084230341,2001.05358773982,1985.03542068321,2,1,0,3.05358773982152,"0"
"7003",22227.9545207371,1,40.7390372870885,0,0,1,1,68.8177475547418,2001.45443688869,1977.82013600366,2,1,0,3.45443688868545,"0"
"70041",23885.2146512475,1.55975626199506,48.5156078999519,0,0,1,1,65.4024373800494,2002,1976.95610019192,2,1,0,3.44024373800494,"0"
